"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"true","fullscreen","0","3693","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","3696","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc1","2","54793","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","111","69","10","Female","<div class='center'><p>Welcome! This is the first part of the experiment. It will last ~30 minutes. In this experiment, you are the head captain of a pirate ship traveling around the world to different islands. You will play a few different games during this experiment. Here is an overview of these games:</p><br><p>Part 1 (today)</p><p>1. Instructions, practice game, and quiz</p><p>2. Pick a pirate game on 6 different islands</p><br><p>Part 2 (1 day later)</p><p>3. Pick a pirate game and memory game</p><p>4. Where did I see this ship? game</p><p>5. Which pirate was the best? game</p><br><p>Part 3 (1 week later)</p><p>6. Memory game</p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","83721","0.0-3.0","28925.20000000298","<div class='center'><p>Welcome! This is the first part of the experiment. It will last ~30 minutes. In this experiment, you are the head captain of a pirate ship traveling around the world to different islands. You will play a few different games during this experiment. Here is an overview of these games:</p><br><p>Part 1 (today)</p><p>1. Instructions, practice game, and quiz</p><p>2. Pick a pirate game on 6 different islands</p><br><p>Part 2 (1 day later)</p><p>3. Pick a pirate game and memory game</p><p>4. Where did I see this ship? game</p><p>5. Which pirate was the best? game</p><br><p>Part 3 (1 week later)</p><p>6. Memory game</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc2","4","92034","0.0-4.0","null","run_exp/static/audio/clip_2_different_places.m4a","null","","","","","<div class='center'><p>Today, you’ll visit these 6 islands on your journey. You'll be able to see these islands from your ship.</p><p><img src='run_exp/static/images/contexts/all_contexts.png' height='500'></p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","5","94090","0.0-5.0","2053.7000000029802","<div class='center'><p>Today, you’ll visit these 6 islands on your journey. You'll be able to see these islands from your ship.</p><p><img src='run_exp/static/images/contexts/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc3","6","106674","0.0-6.0","null","run_exp/static/audio/clip_3_goal_of_game_1.m4a","null","","","","","<div class='center'><p> The pirates on your ship will rob other ships as they leave the island</p> These ships have just sold their things to people on the island, so they will be filled with lots and lots of gold.</p><p><img src='run_exp/static/images/tutorial/ship_center.png' height='400'></p></div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","7","110394","0.0-7.0","3719.1999999955297","<div class='center'><p> The pirates on your ship will rob other ships as they leave the island</p> These ships have just sold their things to people on the island, so they will be filled with lots and lots of gold.</p><p><img src='run_exp/static/images/tutorial/ship_center.png' height='400'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","instruc4","8","143616","0.0-8.0","null","run_exp/static/audio/clip_4_goal_of_game_2.m4a","null","","","","","<div class='center'><p>As the head captain, you do not have to rob any ships yourself.</p><p>Another pirate will be doing the robbing for you. </p><p>First, you will  choose a pirate to rob the next ship.</p><p><img src='run_exp/static/images/tutorial/pirates_all_crop.png' height='200'></p><p>Then, you'll see if the pirate successfully robbed the ship of their gold. If they were successful, then you'll  get a stack of gold coins like this:</p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were <b>not</b> successful, then you'll get no gold coins, and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p><p> How much bonus money you make is based on how many gold coins you collect.</p><div>","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","9","150476","0.0-9.0","6858.39999999851","<div class='center'><p>As the head captain, you do not have to rob any ships yourself.</p><p>Another pirate will be doing the robbing for you. </p><p>First, you will  choose a pirate to rob the next ship.</p><p><img src='run_exp/static/images/tutorial/pirates_all_crop.png' height='200'></p><p>Then, you'll see if the pirate successfully robbed the ship of their gold. If they were successful, then you'll  get a stack of gold coins like this:</p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were <b>not</b> successful, then you'll get no gold coins, and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p><p> How much bonus money you make is based on how many gold coins you collect.</p<p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
