"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","4324","0.0-0.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","","","","","","","","","","",""
"","pavlovia","1","4327","0.0-1.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","","","","","","","","","","",""
"","welcome","2","39102","0.0-2.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","run_exp/static/audio/clip_1_welcome.m4a","null","475","900","10","Female","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","39725","0.0-3.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","620.3000000119209","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","41733","0.0-4.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","run_exp/static/images/Set 6_rs/172a.jpg","null","","","","","","learn","SR",""
"","show_choice","5","43745","0.0-5.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","6","44255","0.0-6.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","<p></p>","null","","","","","","","",""
"","image","7","45262","0.0-7.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","1004.3999999761581","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","8","46271","0.0-8.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","46785","0.0-9.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","<p></p>","null","","","","","","","",""
"","image","10","47537","0.0-10.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","749.7000000476837","run_exp/static/images/Set 6_rs/191a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","48793","0.0-11.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","run_exp/static/images/Set 6_rs/191a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","49307","0.0-12.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","null","<p></p>","null","","","","","","","",""
"","image","13","50158","0.0-13.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""3374""
","
","848","run_exp/static/images/Set 6_rs/050a.jpg","86","","","","","","learn","SL",""
