"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","2655","0.0-0.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","","","","","","","","","","",""
"","pavlovia","1","2666","0.0-1.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","","","","","","","","","","",""
"","welcome","2","37527","0.0-2.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/audio/clip_1_welcome.m4a","null","834","916","8","Female","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","38084","0.0-3.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","552.7000000001863","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","40090","0.0-4.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/088a.jpg","null","","","","","","learn","SR",""
"","show_choice","5","42094","0.0-5.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","6","42597","0.0-6.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","<p></p>","null","","","","","","","",""
"","image","7","43272","0.0-7.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","672.8000000000466","run_exp/static/images/Set 6_rs/085a.jpg","78","","","","","","learn","SL",""
"","show_choice","8","44602","0.0-8.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/085a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","45105","0.0-9.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","<p></p>","null","","","","","","","",""
"","image","10","45759","0.0-10.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","651.1999999999534","run_exp/static/images/Set 6_rs/071a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","47110","0.0-11.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/071a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","47613","0.0-12.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","<p></p>","null","","","","","","","",""
"","image","13","48148","0.0-13.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","527.9000000001397","run_exp/static/images/Set 6_rs/062a.jpg","78","","","","","","learn","SL",""
"","show_choice","14","49623","0.0-14.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/062a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","50125","0.0-15.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","<p></p>","null","","","","","","","",""
"","image","16","50808","0.0-16.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","679.6999999999534","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","52131","0.0-17.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","52632","0.0-18.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","<p></p>","null","","","","","","","",""
"","image","19","53239","0.0-19.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","604.3999999999069","run_exp/static/images/Set 6_rs/108a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","54637","0.0-20.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""1700""
","
","null","run_exp/static/images/Set 6_rs/108a.jpg","null","","","","","","learn","SR",""
