"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","11370","0.0-0.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","","","","","","","","","","",""
"","pavlovia","1","11386","0.0-1.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","","","","","","","","","","",""
"","welcome","2","46270","0.0-2.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/audio/clip_1_welcome.m4a","null","1411","1352","15","Female","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","107269","0.0-3.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","60995.39999999106","<div class='center'><p>Welcome to the third part of the study! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or an outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","109275","0.0-4.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/Set 6_rs/123a.jpg","null","","","","","","learn","SL",""
"","show_choice","5","111283","0.0-5.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","6","111802","0.0-6.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","<p></p>","null","","","","","","","",""
"","image","7","113254","0.0-7.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","1449","run_exp/static/images/Set 6_rs/019a.jpg","86","","","","","","learn","SL",""
"","show_choice","8","113812","0.0-8.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/Set 6_rs/019a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","114324","0.0-9.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","<p></p>","null","","","","","","","",""
"","image","10","115318","0.0-10.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","992.6999999880791","run_exp/static/images/Set 6_rs/063a.jpg","86","","","","","","learn","SR",""
"","show_choice","11","116337","0.0-11.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/Set 6_rs/063a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","12","116846","0.0-12.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","<p></p>","null","","","","","","","",""
"","image","13","117831","0.0-13.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","982.2999999970198","run_exp/static/images/Set 6_rs/131a.jpg","86","","","","","","learn","SR",""
"","show_choice","14","118861","0.0-14.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/Set 6_rs/131a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","15","119363","0.0-15.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","<p></p>","null","","","","","","","",""
"","image","16","120514","0.0-16.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","1149.2999999970198","run_exp/static/images/Set 6_rs/144a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","121370","0.0-17.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","run_exp/static/images/Set 6_rs/144a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","121880","0.0-18.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","null","<p></p>","null","","","","","","","",""
"","image","19","122985","0.0-19.0","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""10423""
","
","1102.800000011921","run_exp/static/images/Set 6_rs/134a.jpg","86","","","","","","learn","SR",""
