"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n","context_im"
"true","fullscreen","0","3296","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","3299","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","welc_back","2","15960","0.0-2.0","null","run_exp/static/audio/clip_29_welcome_back.m4a","null","123","227","12","Male","<div class='center'><p>Welcome to day 2!</p><p> Yesterday, you were the head captain of a pirate ship. You and your fellow pirates robbed ships for their gold and traveled to six different islands .</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","16981","0.0-3.0","1020.3999999994412","<div class='center'><p>Welcome to day 2!</p><p> Yesterday, you were the head captain of a pirate ship. You and your fellow pirates robbed ships for their gold and traveled to six different islands .</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","day_1_summary_goal","4","36939","0.0-4.0","null","run_exp/static/audio/clip_30_goal_of_game.m4a","null","","","","","<div class='center'><p>Today, like yesterday, you get to pick which pirate you want to rob the next ship.</p><p>If the pirate is successful in robbing a ship, you get gold coins that look like this: </p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were not successful in robbing the ship, then you will get no gold coins and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","5","37975","0.0-5.0","1034.8999999994412","<div class='center'><p>Today, like yesterday, you get to pick which pirate you want to rob the next ship.</p><p>If the pirate is successful in robbing a ship, you get gold coins that look like this: </p><p><img src='run_exp/static/images/tutorial/reward.png' height='150'></p><p> If they were not successful in robbing the ship, then you will get no gold coins and you'll see a big red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='150'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","day_1_summary_pick","6","55799","0.0-6.0","null","run_exp/static/audio/clip_31_how_to_pick_a_pirate.m4a","null","","","","","<div class='center'><p>Also, just like yesterday, you will use the 1,2,3 keys on your keyboard to pick a pirate. Press '1' to choose red beard, '2' to choose white beard, and '3' to choose black beard . You only have 3 seconds to pick a pirate, so please make a choice quickly!</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","7","56336","0.0-7.0","536.4000000003725","<div class='center'><p>Also, just like yesterday, you will use the 1,2,3 keys on your keyboard to pick a pirate. Press '1' to choose red beard, '2' to choose white beard, and '3' to choose black beard . You only have 3 seconds to pick a pirate, so please make a choice quickly!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","test_phase_begin","8","89618","0.0-8.0","null","run_exp/static/audio/clip_32_final_place.m4a","null","","","","","<div class='center'><p>You’ve arrived at the final island of your journey! Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the other islands you've visited.</p><p>You’ll still be deciding which pirate you want to rob a ship like before. However, because of the fog, you also won’t be able to see the ship.</p><p>This means you do not have to remember the ships you rob on this island.</p><p>Unlike yesterday, you won't be visiting multiple islands today. You will stay on this island for the entire game. This game will last ~30 minutes.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","9","90553","0.0-9.0","933.5999999996275","<div class='center'><p>You’ve arrived at the final island of your journey! Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the other islands you've visited.</p><p>You’ll still be deciding which pirate you want to rob a ship like before. However, because of the fog, you also won’t be able to see the ship.</p><p>This means you do not have to remember the ships you rob on this island.</p><p>Unlike yesterday, you won't be visiting multiple islands today. You will stay on this island for the entire game. This game will last ~30 minutes.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_probe_1","10","99979","0.0-10.0","null","run_exp/static/audio/clip_33_recognition_1.m4a","null","","","","","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","101379","0.0-11.0","1399.5999999996275","<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_probe_2","12","128199","0.0-12.0","null","run_exp/static/audio/clip_34_recognition_2.m4a","null","","","","","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","129395","0.0-13.0","1195.8999999994412","<div class='center'><p> You will press the 5, 6, 7, 8 keys on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have <b>not</b> seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did <b>not</b> see the ship before, then press <b>8</b>.</p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_outcome","14","150938","0.0-14.0","null","run_exp/static/audio/clip_35_recognition_3.m4a","null","","","","","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","151898","0.0-15.0","958.3999999994412","<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","begin_test_phase","16","176419","0.0-16.0","null","run_exp/static/audio/clip_36_begin_final.m4a","null","","","","","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p></div>","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","176789","0.0-17.0","339.20000000018626","<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","18","180795","0.0-18.0","null","","","","","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","19","185018","0.0-19.0-0.0","1674.7999999998137","","","","","","","","50","0,0,0","6","blank","230","null","0.08460493746442917","0.5401616049489893","0.42135895763569564","0","","","","","","","","",""
"","html-keyboard-response","20","186026","0.0-19.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","21","189057","0.0-20.0-0.0","480.09999999962747","","","","","","","","50","0,1,0","6","blank","231","null","0.13550276422803026","0.5513361967022431","0.34174041660796145","1","","","","","","","","",""
"","html-keyboard-response","22","190070","0.0-20.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","23","192611","0.0-21.0-0.0","0.10000000055879354","","","","","","","","51","1,0,0","6","blank","232","null","0.20744180727175957","0.5183761670764145","0.37305543824200255","0","","","","","","","","",""
"","html-keyboard-response","24","193625","0.0-21.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","25","196687","0.0-22.0-0.0","513","","","","","","","","49","0,0,1","6","blank","233","null","0.21431668708048243","0.4413458751714294","0.221998824783882","0","","","","","","","","",""
"","html-keyboard-response","26","197701","0.0-22.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","27","200691","0.0-23.0-0.0","445.59999999962747","","","","","","","","49","0,1,1","6","blank","234","null","0.054741509241108946","0.4484869939795319","0.33338727057125894","0","","","","","","","","",""
"","html-keyboard-response","28","201707","0.0-23.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","29","204682","0.0-24.0-0.0","424.3999999994412","","","","","","","","51","0,1,0","6","blank","235","null","0.11165001579095515","0.556872198662245","0.23067763030083135","0","","","","","","","","",""
"","html-keyboard-response","30","205696","0.0-24.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","31","208328","0.0-25.0-0.0","85.5","","","","","","","","50","0,1,1","6","blank","236","null","0.17927958011173417","0.5375910991871298","0.291959596179867","1","","","","","","","","",""
"","html-keyboard-response","32","209340","0.0-25.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","33","212000","0.0-26.0-0.0","106.30000000074506","","","","","","","","50","0,0,1","6","blank","237","null","0.191600872141723","0.6062638690777046","0.26076087487954097","0","","","","","","","","",""
"","html-keyboard-response","34","213010","0.0-26.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","35","215602","0.0-27.0-0.0","51","","","","","","","","50","1,1,0","6","blank","238","null","0.10427920659274673","0.5736317707380296","0.2903390702630653","1","","","","","","","","",""
"","html-keyboard-response","36","216609","0.0-27.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","219217","0.0-28.0-0.0","56.80000000074506","","","","","","","","51","0,1,0","6","blank","239","null","0.26691988050346954","0.5783206078017985","0.30174057787953756","0","","","","","","","","",""
"","html-keyboard-response","38","220231","0.0-28.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","39","222892","0.0-29.0-0.0","117.5","","","","","","","","49","0,1,1","6","blank","240","null","0.2468786930398717","0.5516829371079168","0.38234149546936236","0","","","","","","","","",""
"","html-keyboard-response","40","223903","0.0-29.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","41","229914","0.0-30.0-0.0","null","","","","","","","","null","","","","241","probe-150","","","","","1","[object Object]","48","1","0","","","",""
"","html-keyboard-response","42","230923","0.0-30.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","236971","0.0-31.0-0.0","null","","","","","","","","null","0,0,1","6","blank","242","null","0.15923082417341639","0.45539201597247564","0.49290294051757627","","","","","","","","","",""
"","html-keyboard-response","44","237981","0.0-31.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","45","241660","0.0-32.0-0.0","2159.2999999998137","","","","","","","","56","","","","243","probe-230","","","","","1","[object Object]","162","4","0","","","",""
"","html-keyboard-response","46","242668","0.0-32.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","246326","0.0-33.0-0.0","1103.7999999998137","","","","","","","","49","0,0,1","6","blank","244","null","0.10268719506936744","0.36874838874418586","0.4629198891850978","0","","","","","","","","",""
"","html-keyboard-response","48","247337","0.0-33.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","49","250443","0.0-34.0-0.0","561","","","","","","","","50","0,1,1","6","blank","245","null","0.23026031549774081","0.27274334934953176","0.5326639425384357","1","","","","","","","","",""
"","html-keyboard-response","50","251455","0.0-34.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","51","254690","0.0-35.0-0.0","681.7999999998137","","","","","","","","50","1,0,0","6","blank","246","null","0.22953758277819103","0.33890393453939816","0.5410065218235744","0","","","","","","","","",""
"","html-keyboard-response","52","255705","0.0-35.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","258722","0.0-36.0-0.0","464.6000000005588","","","","","","","","50","0,0,0","6","blank","247","null","0.2805739868473415","0.09489616269707192","0.48334833948977673","0","","","","","","","","",""
"","html-keyboard-response","54","259735","0.0-36.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","55","262373","0.0-37.0-0.0","86.40000000037253","","","","","","","","50","1,0,0","6","blank","248","null","0.35213119229094225","0.14035000149999735","0.4111884106046814","0","","","","","","","","",""
"","html-keyboard-response","56","263383","0.0-37.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","265936","0.0-38.0-0.0","0.20000000018626451","","","","","","","","49","0,1,0","6","blank","249","null","0.35688288627630416","0.33125469394944446","0.4526452081522929","0","","","","","","","","",""
"","html-keyboard-response","58","266949","0.0-38.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","59","270879","0.0-39.0-0.0","2416.5","","","","","","","","56","","","","250","probe-14","","","","","1","[object Object]","169","4","0","","","",""
"","html-keyboard-response","60","271888","0.0-39.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","61","276393","0.0-40.0-0.0","1954.9000000003725","","","","","","","","50","0,1,0","6","blank","251","null","0.2865942901825419","0.273499006181426","0.6025492019505735","1","","","","","","","","",""
"","html-keyboard-response","62","277403","0.0-40.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","63","281407","0.0-41.0-0.0","2492.2000000001863","","","","","","","","55","","","","252","probe-193","","","","","1","[object Object]","86","2","0","","","",""
"","html-keyboard-response","64","282417","0.0-41.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","65","285542","0.0-42.0-0.0","581.5999999996275","","","","","","","","50","1,0,0","6","blank","253","null","0.33085710883792635","0.2797613793005908","0.6081933193582479","0","","","","","","","","",""
"","html-keyboard-response","66","286552","0.0-42.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","67","289100","0.0-43.0-0.0","0.09999999962747097","","","","","","","","50","0,0,0","6","blank","254","null","0.270468857762629","0.09128077789793554","0.49393355230430813","0","","","","","","","","",""
"","html-keyboard-response","68","290114","0.0-43.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","69","292665","0.0-44.0-0.0","2.5","","","","","","","","51","0,0,1","6","blank","255","null","0.3337528402745018","0.0878886341727103","0.5264542715337323","1","","","","","","","","",""
"","html-keyboard-response","70","293677","0.0-44.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","71","296227","0.0-45.0-0.0","5.1000000005587935","","","","","","","","51","0,0,0","6","blank","256","null","0.35727976641151854","0.06328473661082674","0.44067228173393647","0","","","","","","","","",""
"","html-keyboard-response","72","297237","0.0-45.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","73","300897","0.0-46.0-0.0","2143","","","","","","","","53","","","","257","probe-37","","","","","1","[object Object]","125","3","1","","","",""
"","html-keyboard-response","74","301908","0.0-46.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","75","304794","0.0-47.0-0.0","342.20000000018626","","","","","","","","51","0,0,0","6","blank","258","null","0.3575345706699821","0.08008694253355486","0.40842472903583954","0","","","","","","","","",""
"","html-keyboard-response","76","305804","0.0-47.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","77","309383","0.0-48.0-0.0","2072","","","","","","","","55","","","","259","probe-20","","","","","1","[object Object]","82","2","0","","","",""
"","html-keyboard-response","78","310391","0.0-48.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","","",""
